gene	gene_id	transcript	oe_lof_upper	obs_lof	exp_lof	mu_lof	cds_length	canonical	chr.hg38	gene_start	gene_end	transcript_start	transcript_end	gene_length	transcript_length	ccr_length
FAM154B	ENSG00000188659	ENST00000339465	1.806	14	11.457	8.0562475e-07	1194	1	15	82262810	82284930	82262811	82284930	22121	22120	220
CC2D2B	ENSG00000188649	ENST00000344386	0.993	11	18.342	2.175155e-06	966	0	10	95907603	96033745	96000126	96032684	126143	32559	1430
PTAR1	ENSG00000188647	ENST00000340434	0.393	3	19.733	1.6848825e-06	1206	1	9	69709522	69760011	69709525	69760011	50490	50487	1286
S100A16	ENSG00000188643	ENST00000368703	1.89	4	3.3791	2.3595725e-07	309	0	1	153606886	153613145	153606975	153608322	6260	1348	312
DPYD	ENSG00000188641	ENST00000370192	1.005	40	51.798	4.4744275e-06	3075	1	1	97077743	97995000	97077743	97921034	917258	843292	3180
LDOC1L	ENSG00000188636	ENST00000341255	1.527	3	4.865	5.679925e-07	717	1	22	44492583	44498233	44492583	44498233	5651	5651	711
ZNF177	ENSG00000188629	ENST00000343499	1.084	7	12.128	1.1397035e-06	963	0	19	9363013	9382617	9363020	9382190	19605	19171	1406
IGFL3	ENSG00000188624	ENST00000341415	1.176	4	7.77	7.1628025e-07	375	1	19	46120067	46124688	46120067	46124688	4622	4622	377
HMX3	ENSG00000188620	ENST00000357878	0.37	0	8.0934	5.760325e-07	1071	1	10	123135970	123139423	123135970	123139423	3454	3454	760
NANOS1	ENSG00000188613	ENST00000340087	1.663	0	1.1932	1.658384e-07	252	0	10	119029714	119033730	119030426	119031533	4017	1108	188
ASAH2	ENSG00000188611	ENST00000329428	1.136	5	9.2448	9.40613e-07	2178	0	10	50182778	50279720	50187312	50248553	96943	61242	452
FAM72B	ENSG00000188610	ENST00000355228	1.881	4	3.4944	2.6590625e-07	327	0	1	121167646	121185539	121167720	121183911	17894	16192	0
CLN3	ENSG00000188603	ENST00000333496	0.944	14	23.193	2.0483575e-06	1242	0	16	28474111	28495575	28477285	28491891	21465	14607	1482
C12orf55	ENSG00000188596	ENST00000524981	0.747	88	140.68	1.175113e-05	9288	1	12	96489571	96875555	96489577	96875555	385985	385979	7652
PAQR9	ENSG00000188582	ENST00000340634	0.783	3	9.9084	7.1343275e-07	1131	1	3	142949164	142963674	142954585	142963674	14511	9090	1055
KRTAP1-1	ENSG00000188581	ENST00000306271	1.903	7	5.2973	3.9045925e-07	531	1	17	41040541	41041450	41040541	41041450	910	910	504
NKAIN2	ENSG00000188580	ENST00000368417	0.768	5	13.689	1.11536575e-06	624	1	6	123803865	124825640	123803865	124825640	1021776	1021776	724
FBLL1	ENSG00000188573	ENST00000338333	1.359	2	4.5238	3.23141e-07	1002	1	5	168529305	168530634	168529305	168530634	1330	1330	726
RALGAPA2	ENSG00000188559	ENST00000202677	0.587	45	98.274	9.2749775e-06	5619	1	20	20389530	20712644	20389530	20712644	323115	323115	5777
NBR1	ENSG00000188554	ENST00000341165	0.652	22	48.215	4.13792e-06	2898	0	17	43170481	43211689	43170481	43211689	41209	41209	2813
HBA2	ENSG00000188536	ENST00000251595	1.934	3	1.8782	1.31720325e-07	426	1	16	172876	173710	172876	173710	835	835	0
C9orf171	ENSG00000188523	ENST00000343036	1.289	12	15.084	1.217591e-06	960	1	9	132410043	132573319	132410224	132573317	163277	163094	1011
COL25A1	ENSG00000188517	ENST00000399126	0.927	36	51.269	4.5233375e-06	1926	0	4	108808725	109302752	108823876	109302643	494028	478768	2031
C22orf34	ENSG00000188511	ENST00000400023	1.704	6	6.5218	4.6436025e-07	549	1	22	49414523	49658432	49619644	49657542	243910	37899	1040
KRTDAP	ENSG00000188508	ENST00000338897	0.913	3	8.4927	9.108315e-07	297	1	19	35487324	35495558	35487324	35490464	8235	3141	300
NCCRP1	ENSG00000188505	ENST00000339852	1.48	13	13.92	1.220807e-06	825	1	19	39196964	39201884	39196964	39201884	4921	4921	569
LCTL	ENSG00000188501	ENST00000341509	1.231	31	33.993	2.7129975e-06	1701	1	15	66547179	66565998	66547179	66565497	18820	18319	1698
SERPINA5	ENSG00000188488	ENST00000329597	1.72	12	10.943	7.77602e-07	1218	1	14	94561442	94593118	94581426	94593118	31677	11693	1231
INSC	ENSG00000188487	ENST00000379554	1.315	28	29.183	2.5150125e-06	1737	1	11	15112424	15247208	15112424	15247208	134785	134785	1801
SLC24A5	ENSG00000188467	ENST00000341459	1.163	17	21.922	1.546695e-06	1500	1	15	48120990	48142672	48120990	48142672	21683	21683	1566
CERKL	ENSG00000188452	ENST00000339098	1.542	34	29.34	2.4701225e-06	1674	1	2	181535041	181680665	181538184	181657006	145625	118823	1665
NANOS2	ENSG00000188425	ENST00000341294	1.654	2	3.364	2.4111625e-07	414	1	19	45913214	45914778	45913214	45914778	1565	1565	417
SELL	ENSG00000188404	ENST00000236147	1.01	13	20.466	1.4471665e-06	1155	1	1	169690665	169711702	169690667	169711620	21038	20954	1157
TCTEX1D4	ENSG00000188396	ENST00000339355	1.705	3	4.0328	4.936225e-07	663	1	1	44805893	44807351	44805893	44807351	1459	1459	279
CLEC2A	ENSG00000188393	ENST00000339766	1.751	7	6.962	4.88162e-07	480	0	12	9898673	9932370	9898673	9932347	33698	33675	590
PDCD1	ENSG00000188389	ENST00000334409	0.662	2	9.5072	6.875875e-07	864	1	2	241849884	241858894	241849884	241858894	9011	9011	867
JAKMIP3	ENSG00000188385	ENST00000298622	0.399	13	51.83	4.3866575e-06	2532	1	10	132036336	132184858	132104809	132184814	148523	80006	2523
C10orf99	ENSG00000188373	ENST00000372126	1.487	1	2.931	2.07767e-07	243	1	10	84173801	84185294	84173801	84185294	11494	11494	246
ZP3	ENSG00000188372	ENST00000336517	1.085	8	13.303	1.1750795e-06	1119	0	7	76397518	76442071	76397518	76442071	44554	44554	713
FOCAD	ENSG00000188352	ENST00000338382	0.877	72	99.933	8.3513825e-06	5403	1	9	20658309	20995955	20684259	20995950	337647	311692	5382
GTF2F2	ENSG00000188342	ENST00000340473	0.848	9	18.526	1.854225e-06	747	1	13	45120510	45284893	45120510	45284893	164384	164384	747
BSPH1	ENSG00000188334	ENST00000344839	1.075	4	8.5094	7.35325e-07	396	1	19	47968046	47992170	47968046	47992170	24125	24125	345
OR6C6	ENSG00000188324	ENST00000358433	1.434	3	5.2771	3.642455e-07	942	1	12	55293988	55296569	55293988	55296569	2582	2582	928
SBK1	ENSG00000188322	ENST00000341901	0.702	2	8.9689	6.42329e-07	1272	1	16	28259246	28323849	28292525	28323849	64604	31325	1003
ZNF559	ENSG00000188321	ENST00000317221	1.827	7	6.3045	4.556335e-07	252	0	19	9323772	9351162	9324179	9343843	27391	19665	2096
ENO4	ENSG00000188316	ENST00000341276	1.023	17	24.917	9.450685e-07	1884	1	10	116849499	116911788	116849499	116882601	62290	33103	1867
C3orf62	ENSG00000188315	ENST00000343010	1.365	7	9.5971	8.1731625e-07	801	1	3	49268596	49277232	49268596	49277232	8637	8637	818
PLSCR1	ENSG00000188313	ENST00000342435	0.73	6	16.216	1.2895155e-06	954	1	3	146515180	146544856	146515180	146544607	29677	29428	950
CENPP	ENSG00000188312	ENST00000375587	0.677	5	15.523	1.2456975e-06	864	1	9	92325953	92620529	92325953	92620529	294577	294577	918
LRRIQ4	ENSG00000188306	ENST00000340806	1.123	13	18.397	1.4412705e-06	1680	1	3	169812870	169837773	169812870	169837773	24904	24904	1683
C19orf35	ENSG00000188305	ENST00000342063	1.775	4	4.4517	3.1833375e-07	1419	1	19	2274631	2282175	2274631	2282175	7545	7545	1034
ZNF669	ENSG00000188295	ENST00000343381	1.455	5	7.1224	5.13957e-07	1392	1	1	247099962	247104372	247099991	247104372	4411	4382	1391
IGFL1	ENSG00000188293	ENST00000437936	1.923	10	6.8662	6.359975e-07	330	1	19	46229742	46231243	46229742	46231243	1502	1502	333
HES4	ENSG00000188290	ENST00000304952	1.949	7	4.073	2.5545425e-07	663	1	1	998962	1000172	998964	1000097	1211	1134	315
ZNF383	ENSG00000188283	ENST00000352998	1.25	18	21.36	1.9153625e-06	1425	0	19	37217926	37248740	37226464	37248738	30815	22275	1424
RUFY4	ENSG00000188282	ENST00000344321	1.133	23	28.755	2.118205e-06	1713	0	2	218034960	218090584	218070496	218090580	55625	20085	1924
HYKK	ENSG00000188266	ENST00000388988	1.145	10	14.812	1.405325e-06	1119	1	15	78507564	78537372	78507577	78536645	29809	29069	1169
PLA2G2A	ENSG00000188257	ENST00000375111	1.292	2	4.7993	3.40561e-07	432	1	1	19975431	19980416	19975438	19980416	4986	4979	435
COMMD6	ENSG00000188243	ENST00000355801	0.99	2	6.3495	4.5052475e-07	294	1	13	75525214	75549439	75526436	75537841	24226	11406	387
TUBB4B	ENSG00000188229	ENST00000340384	0.442	2	14.228	1.0366575e-06	1335	1	9	137241287	137243707	137241287	137243707	2421	2421	1323
ZNF793	ENSG00000188227	ENST00000445217	1.293	15	17.863	1.657781e-06	1218	1	19	37506939	37548762	37523405	37543335	41824	19931	1326
DCUN1D3	ENSG00000188215	ENST00000324344	0.432	1	10.97	1.049153e-06	912	1	16	20854925	20900358	20854925	20900358	45434	45434	0
NCR3LG1	ENSG00000188211	ENST00000338965	1.156	8	12.482	1.16970275e-06	1362	1	11	17351800	17377341	17351800	17377341	25542	25542	1291
PRKAR1B	ENSG00000188191	ENST00000360274	0.538	5	19.533	1.39174075e-06	1143	0	7	549197	727650	549750	712572	178454	162823	1158
LAMTOR4	ENSG00000188186	ENST00000341942	1.628	4	5.3011	3.777795e-07	297	1	7	100148912	100155944	100148918	100154203	7033	5286	509
SMTNL2	ENSG00000188176	ENST00000338859	0.945	7	13.915	1.19318625e-06	951	0	17	4583999	4608319	4583999	4608319	24321	24321	960
HEPACAM2	ENSG00000188175	ENST00000394468	1.253	17	20.348	1.43877475e-06	1386	1	7	93188534	93226469	93188534	93226469	37936	37936	1471
ZNF626	ENSG00000188171	ENST00000291750	0.915	1	5.1748	3.655185e-07	276	0	19	20619939	20661596	20644702	20661596	41658	16895	279
OTOG	ENSG00000188162	ENST00000399391	0.749	79	127.14	1.10745975e-05	8775	1	11	17547259	17647150	17547373	17647150	99892	99778	8157
AGRN	ENSG00000188157	ENST00000379370	0.435	29	90.87	8.3761725e-06	6135	1	1	1020120	1056119	1020120	1056116	36000	35997	5693
NUTM2G	ENSG00000188152	ENST00000354649	1.292	16	18.809	1.80163e-06	1476	0	9	96928310	96940253	96928310	96940253	11944	11944	0
TMEM215	ENSG00000188133	ENST00000342743	1.576	4	5.5667	3.9122975e-07	705	1	9	32783540	32789201	32783540	32789201	5662	5662	708
MAPK12	ENSG00000188130	ENST00000215659	0.991	13	20.846	1.8373075e-06	1101	1	22	50245450	50261716	50252901	50261683	16267	8783	960
C6orf132	ENSG00000188112	ENST00000341865	0.842	14	25.991	2.5327675e-06	3564	1	6	42092233	42142620	42101119	42142620	50388	41502	2539
EYS	ENSG00000188107	ENST00000342421	1.207	21	25.047	9.5235475e-06	1782	0	6	63719980	65707226	65334910	65495993	1987247	161084	1780
FAM25A	ENSG00000188100	ENST00000343959	1.542	1	2.7547	1.9337875e-07	267	1	10	87020294	87024730	87020294	87024730	4437	4437	0
MESP2	ENSG00000188095	ENST00000341735	1.277	10	13.278	9.8565375e-07	1191	1	15	89760591	89778754	89776332	89778754	18164	2423	969
GPR89B	ENSG00000188092	ENST00000314163	1.24	7	10.593	1.2097855e-06	1365	1	1	147928393	147993592	147928420	147993592	65200	65173	0
PLA2G4E	ENSG00000188089	ENST00000399518	0.769	28	49.91	4.814285e-06	2604	1	15	41981394	42051190	41981582	42051190	69797	69609	2774
WNT7B	ENSG00000188064	ENST00000339464	0.82	8	17.599	1.6942625e-06	1047	1	22	45920366	45977162	45920366	45977162	56797	56797	1118
RAB42	ENSG00000188060	ENST00000373826	1.935	3	1.8349	1.30822525e-07	315	1	1	28592200	28595449	28592200	28595443	3250	3244	0
TREML4	ENSG00000188056	ENST00000341495	1.76	13	11.273	8.043015e-07	600	1	6	41228339	41238882	41228349	41238882	10544	10534	160
TMEM221	ENSG00000188051	ENST00000341130	1.848	3	3.0857	2.1900625e-07	873	1	19	17435509	17448668	17435509	17448668	13160	13160	420
NRN1L	ENSG00000188038	ENST00000339176	1.778	6	5.9899	5.6124225e-07	495	1	16	67884885	67888855	67884885	67886368	3971	1484	459
CLCN1	ENSG00000188037	ENST00000343257	0.994	37	48.977	4.174435e-06	2964	1	7	143316111	143352083	143316111	143352083	35973	35973	2954
ZNF490	ENSG00000188033	ENST00000311437	1.493	6	7.8193	5.579425e-07	1587	1	19	12576100	12640098	12576100	12610813	63999	34714	1593
C19orf67	ENSG00000188032	ENST00000343945	1.003	6	11.801	1.37840775e-06	648	0	19	14081624	14085875	14081891	14085789	4252	3899	815
RILPL1	ENSG00000188026	ENST00000376874	0.47	5	22.354	2.4687825e-06	1209	1	12	123470054	123533719	123470054	123533719	63666	63666	1288
CXXC11	ENSG00000188011	ENST00000343216	1.927	2	1.29	9.28017e-08	1716	1	2	241869600	241873823	241869729	241873823	4224	4095	0
TPRG1	ENSG00000188001	ENST00000345063	1.72	14	12.399	8.755225e-07	825	1	3	188947214	189325304	189171971	189325304	378091	153334	947
C17orf99	ENSG00000187997	ENST00000340363	0.791	3	9.7982	7.03701e-07	795	1	17	78146385	78166297	78146385	78166297	19913	19913	803
ZSCAN23	ENSG00000187987	ENST00000289788	1.445	15	15.961	1.373567e-06	1167	1	6	28431930	28443502	28432655	28443491	11573	10837	1170
PLA2G2C	ENSG00000187980	ENST00000247992	1.372	3	5.5628	4.471245e-07	450	0	1	20161253	20186518	20163991	20175194	25266	11204	458
KLHL17	ENSG00000187961	ENST00000338591	1.259	26	28.65	2.76174e-06	1926	1	1	960584	965719	960584	965719	5136	5136	1788
CPSF4L	ENSG00000187959	ENST00000344935	1.066	6	11.107	1.077829e-06	537	1	17	73248449	73262352	73248449	73261880	13904	13432	692
DNER	ENSG00000187957	ENST00000341772	0.439	8	32.877	2.8000975e-06	2211	1	2	229357629	229714555	229357629	229714555	356927	356927	1937
OVCH1	ENSG00000187950	ENST00000318184	1.223	55	56.298	4.2921875e-06	3402	1	12	29412474	29497686	29427571	29497686	85213	70116	3385
C2orf66	ENSG00000187944	ENST00000342506	1.834	3	3.2039	2.2352875e-07	351	1	2	196804417	196809355	196804417	196809355	4939	4939	322
LDLRAD2	ENSG00000187942	ENST00000344642	1.241	7	10.581	7.5916025e-07	816	1	1	21812265	21825225	21812265	21825225	12961	12961	728
DMBT1	ENSG00000187908	ENST00000330163	1.062	76	86.594	1.10856525e-05	5355	0	10	122560665	122643736	122560665	122643736	83072	83072	5335
SHISA7	ENSG00000187902	ENST00000376325	0.474	0	6.3105	4.581125e-07	1614	1	19	55428740	55443300	55428740	55443300	14561	14561	309
C1orf168	ENSG00000187889	ENST00000343433	1.699	54	39.79	3.101095e-06	2184	1	1	56718789	56819696	56718789	56819404	100908	100616	2156
GFRAL	ENSG00000187871	ENST00000340465	1.258	16	19.311	1.35810675e-06	1182	1	6	55327469	55402493	55327469	55402493	75025	75025	1180
PALM3	ENSG00000187867	ENST00000340790	0.616	2	10.226	1.04213475e-06	2019	1	19	14053363	14062076	14053367	14059159	8714	5793	1862
TTC24	ENSG00000187862	ENST00000368236	0.957	16	25.381	2.2513675e-06	1746	1	1	156579723	156587719	156579723	156587719	7997	7997	1615
CCDC157	ENSG00000187860	ENST00000338306	1.375	32	31.263	2.5552125e-06	2256	1	22	30356635	30378673	30357007	30378673	22039	21667	2132
ASCL4	ENSG00000187855	ENST00000342331	1.831	4	4.019	2.947665e-07	519	1	12	107774704	107776644	107774704	107776644	1941	1941	472
EIF4EBP1	ENSG00000187840	ENST00000338825	1.505	1	2.8726	2.040485e-07	354	1	8	38030534	38060365	38030534	38060365	29832	29832	212
HIST1H1C	ENSG00000187837	ENST00000343677	1.861	2	2.1609	1.553194e-07	639	1	6	26054760	26056470	26055740	26056470	1711	731	606
C2orf78	ENSG00000187833	ENST00000409561	0.832	14	26.318	2.411665e-06	2766	1	2	73784183	73817148	73784183	73817148	32966	32966	2668
TMEM220	ENSG00000187824	ENST00000341871	1.681	9	9.0324	6.435015e-07	480	1	17	10699015	10730023	10713295	10730023	31009	16729	409
HELT	ENSG00000187821	ENST00000338875	1.177	6	10.051	7.1892675e-07	981	1	4	185018490	185020953	185018929	185020796	2464	1868	965
ZFP69	ENSG00000187815	ENST00000372705	1.106	15	20.882	1.60634175e-06	1578	0	1	40477290	40496343	40477630	40496288	19054	18659	1569
TMEM202	ENSG00000187806	ENST00000341689	1.513	12	12.789	1.29653375e-06	819	1	15	72398302	72408367	72398305	72408367	10066	10063	821
ZFP69B	ENSG00000187801	ENST00000361584	1.673	16	14.326	1.339933e-06	1296	1	1	40450102	40463718	40450476	40463715	13617	13240	1599
PEAR1	ENSG00000187800	ENST00000292357	0.888	40	58.655	5.0690525e-06	3111	1	1	156893698	156916429	156893718	156916429	22732	22712	3093
ZNF70	ENSG00000187792	ENST00000341976	0.806	7	16.303	1.5737295e-06	1338	1	22	23738682	23751112	23738682	23751112	12431	12431	1154
FANCM	ENSG00000187790	ENST00000267430	0.593	40	87.863	7.7597725e-06	6144	1	14	45135930	45200890	45135930	45200890	64961	64961	6247
TMEM72	ENSG00000187783	ENST00000389583	0.504	1	9.4183	6.6824125e-07	825	1	10	44911316	44937010	44911337	44937010	25695	25674	828
MCRS1	ENSG00000187778	ENST00000343810	0.375	5	28.061	2.5853625e-06	1386	1	12	49556544	49568145	49558299	49568142	11602	9844	1449
DNAH17	ENSG00000187775	ENST00000389840	0.75	134	206.33	1.74602e-05	13455	1	17	78423697	78577396	78423697	78577396	153700	153700	13428
FAM69C	ENSG00000187773	ENST00000343998	1.819	9	7.82	5.5752375e-07	1257	1	18	74434775	74457944	74434775	74457308	23170	22534	817
LIN28B	ENSG00000187772	ENST00000345080	0.574	2	10.977	8.893915e-07	750	1	6	104936616	105083332	104957107	105083332	146717	126226	747
SEMA4D	ENSG00000187764	ENST00000339861	0.804	22	39.054	3.1213625e-06	2214	0	9	89360787	89498130	89360787	89498038	137344	137252	3152
ADH1A	ENSG00000187758	ENST00000209668	1.604	16	15.043	1.061012e-06	1125	1	4	99276369	99291003	99276369	99290985	14635	14617	1127
C9orf153	ENSG00000187753	ENST00000339137	1.836	3	3.1912	2.2841975e-07	285	1	9	86220265	86259657	86220265	86259657	39393	39393	352
OR52B6	ENSG00000187747	ENST00000345043	1.591	4	5.4903	5.3397325e-07	1005	1	11	5580877	5581884	5580877	5581884	1008	1008	1006
SECISBP2	ENSG00000187742	ENST00000339901	1.05	31	39.851	3.9203375e-06	2343	0	9	89318500	89359663	89318519	89359642	41164	41124	2500
FANCA	ENSG00000187741	ENST00000389301	1.366	96	83.296	7.105685e-06	4365	1	16	89726683	89816977	89737549	89816647	90295	79099	4570
TCEA1	ENSG00000187735	ENST00000396401	0.421	2	14.956	1.35217725e-06	840	0	8	53966552	54022448	53966552	54022448	55897	55897	698
AMY1C	ENSG00000187733	ENST00000370079	1.644	4	5.2192	5.370385e-07	1533	1	1	103745323	103758726	103750406	103758690	13404	8285	0
GABRD	ENSG00000187730	ENST00000378585	0.245	1	19.387	1.534836e-06	1356	1	1	2019329	2030758	2019345	2030758	11430	11414	1291
DNAJB13	ENSG00000187726	ENST00000339764	0.783	7	16.788	1.6845475e-06	948	1	11	73951026	73970366	73951026	73970281	19341	19256	1066
THSD4	ENSG00000187720	ENST00000261862	0.572	20	50.84	4.3997225e-06	3054	1	15	71096952	71783383	71115471	71783383	686432	667913	2624
KBTBD12	ENSG00000187715	ENST00000343941	1.306	8	11.036	2.561745e-06	594	0	3	127915232	127987671	127923413	127987662	72440	64250	1503
C2orf88	ENSG00000187699	ENST00000340623	1.939	3	1.7334	1.21352075e-07	285	1	2	189879609	190203484	190180863	190203484	323876	22622	287
AMTN	ENSG00000187689	ENST00000339336	1.808	14	11.431	8.1175525e-07	627	1	4	70518569	70532743	70518569	70532743	14175	14175	618
TRPV2	ENSG00000187688	ENST00000338560	0.863	26	41.792	4.1598625e-06	2292	1	17	16415571	16437003	16415571	16437003	21433	21433	2396
SPRY4	ENSG00000187678	ENST00000344120	1.374	6	8.5736	6.1802475e-07	966	1	5	142310427	142326455	142310427	142325001	16029	14575	969
B3GALTL	ENSG00000187676	ENST00000343307	1.289	26	27.982	2.0982725e-06	1494	1	13	31199975	31332276	31199975	31332276	132302	132302	1410
ERC2	ENSG00000187672	ENST00000288221	0.294	9	53.341	5.6687025e-06	2871	1	3	55508311	56469095	55508311	56468467	960785	960157	2910
HAPLN4	ENSG00000187664	ENST00000291481	0.743	6	15.946	1.5848515e-06	1206	1	19	19254756	19262804	19254756	19262804	8049	8049	1004
C5orf52	ENSG00000187658	ENST00000409999	1.537	2	3.8349	2.7280725e-07	477	1	5	157671533	157680158	157671533	157680158	8626	8626	468
VMAC	ENSG00000187650	ENST00000339485	1.749	2	2.9165	2.098775e-07	507	1	19	5904872	5910853	5904872	5910853	5982	5982	279
C1orf170	ENSG00000187642	ENST00000341290	1.571	17	16.159	1.727595e-06	2028	0	1	975198	982117	975204	982093	6920	6890	1543
SAMD11	ENSG00000187634	ENST00000341065	1.49	22	21.065	2.18889e-06	1766	0	1	923923	944575	930312	944575	20653	14264	1441
DHRS4L2	ENSG00000187630	ENST00000335125	1.584	10	10.567	7.478205e-07	696	1	14	23969874	24006408	23988929	24006403	36535	17475	0
RGPD1	ENSG00000187627	ENST00000398193	1.7	8	8.1175	5.26084e-07	5268	0	2	86913783	87013976	86913812	87012663	100194	98852	71
ZKSCAN4	ENSG00000187626	ENST00000377294	0.772	10	21.972	1.7371425e-06	1635	1	6	28241697	28252269	28241697	28252269	10573	10573	1635
C17orf97	ENSG00000187624	ENST00000360127	1.969	6	2.3139	1.684045e-07	1269	1	17	410325	431062	410325	414666	20738	4342	1224
TMEM8C	ENSG00000187616	ENST00000339996	1.283	7	10.23	8.7821925e-07	663	1	9	133514586	133528612	133514586	133524959	14027	10374	666
OR5W2	ENSG00000187612	ENST00000344514	1.734	5	5.525	3.732905e-07	930	1	11	55913650	55914582	55913650	55914582	933	933	932
EXD3	ENSG00000187609	ENST00000340951	0.999	30	40.713	3.0691025e-06	2628	1	9	137306896	137423211	137306896	137423162	116316	116267	2832
ZNF286A	ENSG00000187607	ENST00000395893	1.215	3	6.3491	1.67969e-06	423	0	17	15699577	15720787	15700133	15709938	21211	9806	0
TET3	ENSG00000187605	ENST00000409262	0.086	1	55.117	4.535565e-06	4980	1	2	73984910	74108177	73984910	74108176	123268	123267	5010
ZNF385C	ENSG00000187595	ENST00000436535	1.199	11	15.181	1.205196e-06	1379	1	17	42025576	42098479	42025576	42098479	72904	72904	1154
DPPA3	ENSG00000187569	ENST00000345088	0.892	2	7.0544	6.1835975e-07	477	1	12	7711433	7717559	7711433	7717559	6127	6127	469
NHLRC1	ENSG00000187566	ENST00000340650	0.878	3	8.8302	8.52977e-07	1185	1	6	18120440	18122677	18120440	18122677	2238	2238	1186
